wave,flux,error,f
4212,1940.2,114.82,7
4213,1939.3,114.82,7
4214,1938.3,114.82,7
4215,1937.4,114.82,7
4216,1936.5,114.82,7
4217,1935.6,114.82,7
4218,1938.2,115.03,7
4219,1937.3,115.03,7
4220,1938.2,115.13,7
4221,1940.8,115.34,7
4222,1943.5,115.56,7
4223,1942.6,115.56,7
4224,1941.7,115.56,7
4225,1940.7,115.56,7
4226,1939.8,115.56,7
4227,1938.9,115.56,7
4228,1934.4,115.34,7
4229,1929.9,115.13,7
4230,1927.3,115.03,7
4231,1922.8,114.82,7
4232,1918.3,114.6,7
4233,1915.7,114.5,7
4234,1911.3,114.29,7
4235,1910.4,114.29,7
4236,1905.9,114.08,7
4237,1901.5,113.87,7
4238,1900.6,113.87,7
4239,1899.7,113.87,7
4240,1897.1,113.76,7
4241,1896.2,113.76,7
4242,1895.3,113.76,7
4243,1894.4,113.76,7
4244,1893.5,113.76,7
4245,1892.6,113.76,7
4246,1888.3,113.55,7
4247,1887.4,113.55,7
4248,1886.5,113.55,7
4249,1885.6,113.55,7
4250,1884.7,113.55,7
4251,1880.3,113.34,7
4252,1879.5,113.34,7
4253,1875.1,113.14,7
4254,1872.5,113.03,7
4255,1868.2,112.82,7
4256,1867.3,112.82,7
4257,1863,112.62,7
4258,1862.1,112.62,7
4259,1861.3,112.62,7
4260,1860.4,112.62,7
4261,1856.1,112.41,7
4262,1855.2,112.41,7
4263,1852.6,112.31,7
4264,1851.8,112.31,7
4265,1850.9,112.31,7
4266,1850,112.31,7
4267,1849.2,112.31,7
4268,1848.3,112.31,7
4269,1844,112.1,7
4270,1843.2,112.1,7
4271,1838.9,111.89,7
4272,1834.7,111.69,7
4273,1833.8,111.69,7
4274,1831.3,111.58,7
4275,1830.4,111.58,7
4276,1829.6,111.58,7
4277,1825.3,111.38,7
4278,1824.5,111.38,7
4279,1820.3,111.17,7
4280,1819.4,111.17,7
4281,1818.6,111.17,7
4282,1816,111.07,7
4283,1811.9,110.87,7
4284,1811,110.87,7
4285,1810.2,110.87,7
4286,1806,110.66,7
4287,1805.2,110.66,7
4288,1801,110.46,7
4289,1800.1,110.46,7
4290,1794.3,110.15,7
4291,1790.2,109.95,7
4292,1786.1,109.75,7
4293,1783.6,109.65,7
4294,1779.5,109.45,7
4295,1775.4,109.24,7
4296,1769.7,108.94,7
4297,1765.6,108.74,7
4298,1761.5,108.54,7
4299,1759.1,108.44,7
4300,1755,108.24,7
4301,1751,108.04,7
4302,1747,107.85,7
4303,1746.1,107.85,7
4304,1740.5,107.55,7
4305,1739.7,107.55,7
4306,1735.7,107.35,7
4307,1731.7,107.15,7
4308,1729.3,107.05,7
4309,1725.3,106.86,7
4310,1721.3,106.66,7
4311,1717.4,106.46,7
4312,1715,106.37,7
4313,1711,106.17,7
4314,1707.1,105.97,7
4315,1701.6,105.68,7
4316,1697.7,105.49,7
4317,1692.2,105.2,7
4318,1685.2,104.81,7
4319,1676.7,104.33,7
4320,1672.8,104.14,7
4321,1664.4,103.66,7
4322,1657.5,103.28,7
4323,1652.1,102.99,7
4324,1643.8,102.52,7
4325,1635.5,102.05,7
4326,1625.7,101.48,7
4327,1617.5,101.02,7
4328,1609.3,100.55,7
4329,1598.3,99.908,7
4330,1587.2,99.266,7
4331,1579.2,98.809,7
4332,1568.4,98.174,7
4333,1557.5,97.544,7
4334,1544,96.739,7
4335,1533.4,96.117,7
4336,1522.8,95.499,7
4337,1512.3,94.885,7
4338,1504.7,94.449,7
4339,1499.8,94.189,7
4340,1493.6,93.842,7
4341,1492.9,93.842,7
4342,1492.2,93.842,7
4343,1491.6,93.842,7
4344,1496.4,94.189,7
4345,1499.8,94.449,7
4346,1506.1,94.885,7
4347,1513.7,95.411,7
4348,1520,95.852,7
4349,1526.3,96.294,7
4350,1532.6,96.739,7
4351,1537.6,97.096,7
4352,1544,97.544,7
4353,1550.4,97.994,7
4354,1556.8,98.447,7
4355,1561.9,98.809,7
4356,1571.2,99.449,7
4357,1577.8,99.908,7
4358,1584.3,100.37,7
4359,1589.4,100.74,7
4360,1593.1,101.02,7
4361,1598.3,101.39,7
4362,1601.9,101.67,7
4363,1607.1,102.05,7
4364,1607.9,102.14,7
4365,1613.1,102.52,7
4366,1613.8,102.61,7
4367,1616,102.8,7
4368,1618.3,102.99,7
4369,1622,103.28,7
4370,1624.3,103.47,7
4371,1629.5,103.85,7
4372,1630.3,103.94,7
4373,1635.5,104.33,7
4374,1637.8,104.52,7
4375,1638.6,104.62,7
4376,1640.8,104.81,7
4377,1643.1,105,7
4378,1646.9,105.29,7
4379,1646.2,105.29,7
4380,1648.4,105.49,7
4381,1650.7,105.68,7
4382,1650,105.68,7
4383,1649.2,105.68,7
4384,1648.5,105.68,7
4385,1647.7,105.68,7
4386,1643.9,105.49,7
4387,1643.2,105.49,7
4388,1642.4,105.49,7
4389,1641.7,105.49,7
4390,1640.9,105.49,7
4391,1637.2,105.29,7
4392,1636.4,105.29,7
4393,1638.7,105.49,7
4394,1637.9,105.49,7
4395,1637.2,105.49,7
4396,1636.5,105.49,7
4397,1635.7,105.49,7
4398,1635,105.49,7
4399,1634.2,105.49,7
4400,1633.5,105.49,7
4401,1632.7,105.49,7
4402,1632,105.49,7
4403,1631.3,105.49,7
4404,1630.5,105.49,7
4405,1626.8,105.29,7
4406,1626,105.29,7
4407,1623.8,105.2,7
4408,1620.1,105,7
4409,1619.4,105,7
4410,1618.6,105,7
4411,1617.9,105,7
4412,1617.1,105,7
4413,1616.4,105,7
4414,1615.7,105,7
4415,1615,105,7
4416,1614.2,105,7
4417,1610.5,104.81,7
4418,1609.8,104.81,7
4419,1606.1,104.62,7
4420,1605.4,104.62,7
4421,1604.6,104.62,7
4422,1603.9,104.62,7
4423,1603.2,104.62,7
4424,1602.5,104.62,7
4425,1601.7,104.62,7
4426,1601,104.62,7
4427,1600.3,104.62,7
4428,1598.1,104.52,7
4429,1597.4,104.52,7
4430,1593.7,104.33,7
4431,1593,104.33,7
4432,1592.3,104.33,7
4433,1591.6,104.33,7
4434,1590.8,104.33,7
4435,1590.1,104.33,7
4436,1589.4,104.33,7
4437,1585.8,104.14,7
4438,1585.1,104.14,7
4439,1584.3,104.14,7
4440,1583.6,104.14,7
4441,1582.9,104.14,7
4442,1582.2,104.14,7
4443,1581.5,104.14,7
4444,1580.8,104.14,7
4445,1580.1,104.14,7
4446,1579.4,104.14,7
4447,1575.7,103.94,7
4448,1575,103.94,7
4449,1572.9,103.85,7
4450,1572.2,103.85,7
4451,1571.5,103.85,7
4452,1570.8,103.85,7
4453,1570.1,103.85,7
4454,1569.3,103.85,7
4455,1568.6,103.85,7
4456,1567.9,103.85,7
4457,1564.4,103.66,7
4458,1563.7,103.66,7
4459,1563,103.66,7
4460,1562.3,103.66,7
4461,1558.7,103.47,7
4462,1558,103.47,7
4463,1557.3,103.47,7
4464,1553.7,103.28,7
4465,1553,103.28,7
4466,1550.9,103.18,7
4467,1550.2,103.18,7
4468,1546.7,102.99,7
4469,1546,102.99,7
4470,1545.3,102.99,7
4471,1541.7,102.8,7
4472,1538.2,102.61,7
4473,1536.1,102.52,7
4474,1535.4,102.52,7
4475,1531.9,102.33,7
4476,1531.2,102.33,7
4477,1530.5,102.33,7
4478,1527,102.14,7
4479,1526.4,102.14,7
4480,1525.7,102.14,7
4481,1523.6,102.05,7
4482,1520.1,101.86,7
4483,1519.4,101.86,7
4484,1516,101.67,7
4485,1515.3,101.67,7
4486,1511.8,101.48,7
4487,1511.2,101.48,7
4488,1510.5,101.48,7
4489,1509.8,101.48,7
4490,1507.7,101.39,7
4491,1504.3,101.2,7
4492,1503.6,101.2,7
4493,1503,101.2,7
4494,1502.3,101.2,7
4495,1501.6,101.2,7
4496,1501,101.2,7
4497,1497.5,101.02,7
4498,1496.9,101.02,7
4499,1496.2,101.02,7
4500,1492.8,100.83,7
4501,1490.7,100.74,7
4502,1490.1,100.74,7
4503,1486.7,100.55,7
4504,1486,100.55,7
4505,1485.4,100.55,7
4506,1482,100.37,7
4507,1481.3,100.37,7
4508,1480.6,100.37,7
4509,1477.3,100.18,7
4510,1476.6,100.18,7
4511,1476,100.18,7
4512,1475.3,100.18,7
4513,1477.4,100.37,7
4514,1476.7,100.37,7
4515,1476.1,100.37,7
4516,1475.4,100.37,7
4517,1474.8,100.37,7
4518,1474.1,100.37,7
4519,1473.4,100.37,7
4520,1475.5,100.55,7
4521,1474.9,100.55,7
4522,1474.2,100.55,7
4523,1473.6,100.55,7
4524,1472.9,100.55,7
4525,1472.3,100.55,7
4526,1474.3,100.74,7
4527,1473.7,100.74,7
4528,1473,100.74,7
4529,1472.4,100.74,7
4530,1471.7,100.74,7
4531,1471.1,100.74,7
4532,1470.4,100.74,7
4533,1467.1,100.55,7
4534,1466.4,100.55,7
4535,1463.1,100.37,7
4536,1459.7,100.18,7
4537,1457.7,100.09,7
4538,1457.1,100.09,7
4539,1456.5,100.09,7
4540,1453.1,99.908,7
4541,1452.5,99.908,7
4542,1451.9,99.908,7
4543,1451.2,99.908,7
4544,1450.6,99.908,7
4545,1450,99.908,7
4546,1452,100.09,7
4547,1451.3,100.09,7
4548,1450.7,100.09,7
4549,1450.1,100.09,7
4550,1446.8,99.908,7
4551,1446.1,99.908,7
4552,1442.8,99.724,7
4553,1442.2,99.724,7
4554,1441.6,99.724,7
4555,1438.3,99.54,7
4556,1436.3,99.449,7
4557,1435.7,99.449,7
4558,1435.1,99.449,7
4559,1431.8,99.266,7
4560,1431.2,99.266,7
4561,1427.9,99.083,7
4562,1426,98.992,7
4563,1422.7,98.809,7
4564,1422.1,98.809,7
4565,1424.1,98.992,7
4566,1423.5,98.992,7
4567,1422.9,98.992,7
4568,1419.6,98.809,7
4569,1419,98.809,7
4570,1418.4,98.809,7
4571,1417.7,98.809,7
4572,1417.1,98.809,7
4573,1413.9,98.628,7
4574,1413.3,98.628,7
4575,1412.7,98.628,7
4576,1409.4,98.447,7
4577,1408.8,98.447,7
4578,1408.2,98.447,7
4579,1407.6,98.447,7
4580,1407,98.447,7
4581,1406.4,98.447,7
4582,1405.8,98.447,7
4583,1405.1,98.447,7
4584,1404.5,98.447,7
4585,1403.9,98.447,7
4586,1402,98.356,7
4587,1398.8,98.174,7
4588,1398.2,98.174,7
4589,1395,97.994,7
4590,1394.4,97.994,7
4591,1390,97.724,7
4592,1389.4,97.724,7
4593,1388.8,97.724,7
4594,1385.6,97.544,7
4595,1385,97.544,7
4596,1384.4,97.544,7
4597,1381.2,97.364,7
4598,1380.6,97.364,7
4599,1380,97.364,7
4600,1379.4,97.364,7
4601,1381.4,97.544,7
4602,1380.8,97.544,7
4603,1380.2,97.544,7
4604,1379.6,97.544,7
4605,1376.5,97.364,7
4606,1375.9,97.364,7
4607,1375.3,97.364,7
4608,1372.1,97.185,7
4609,1374.1,97.364,7
4610,1373.5,97.364,7
4611,1372.9,97.364,7
4612,1369.8,97.185,7
4613,1369.2,97.185,7
4614,1368.6,97.185,7
4615,1368,97.185,7
4616,1367.4,97.185,7
4617,1366.8,97.185,7
4618,1366.2,97.185,7
4619,1364.3,97.096,7
4620,1363.8,97.096,7
4621,1363.2,97.096,7
4622,1362.6,97.096,7
4623,1362,97.096,7
4624,1361.4,97.096,7
4625,1360.8,97.096,7
4626,1360.2,97.096,7
4627,1357.1,96.917,7
4628,1356.5,96.917,7
4629,1356,96.917,7
4630,1355.4,96.917,7
4631,1354.8,96.917,7
4632,1354.2,96.917,7
4633,1353.6,96.917,7
4634,1353,96.917,7
4635,1350,96.739,7
4636,1349.4,96.739,7
4637,1347.6,96.65,7
4638,1344.5,96.472,7
4639,1343.9,96.472,7
4640,1343.3,96.472,7
4641,1342.8,96.472,7
4642,1342.2,96.472,7
4643,1341.6,96.472,7
4644,1341,96.472,7
4645,1340.4,96.472,7
4646,1339.9,96.472,7
4647,1336.8,96.294,7
4648,1336.3,96.294,7
4649,1335.7,96.294,7
4650,1337.6,96.472,7
4651,1337,96.472,7
4652,1336.4,96.472,7
4653,1335.8,96.472,7
4654,1332.8,96.294,7
4655,1332.2,96.294,7
4656,1329.2,96.117,7
4657,1328.6,96.117,7
4658,1326.9,96.029,7
4659,1323.8,95.852,7
4660,1323.3,95.852,7
4661,1322.7,95.852,7
4662,1319.7,95.675,7
4663,1319.1,95.675,7
4664,1318.6,95.675,7
4665,1318,95.675,7
4666,1317.4,95.675,7
4667,1316.9,95.675,7
4668,1316.3,95.675,7
4669,1313.3,95.499,7
4670,1312.8,95.499,7
4671,1311,95.411,7
4672,1308,95.236,7
4673,1307.5,95.236,7
4674,1304.5,95.06,7
4675,1303.9,95.06,7
4676,1303.4,95.06,7
4677,1302.8,95.06,7
4678,1302.3,95.06,7
4679,1301.7,95.06,7
4680,1301.2,95.06,7
4681,1300.6,95.06,7
4682,1296.5,94.798,7
4683,1295.9,94.798,7
4684,1293,94.624,7
4685,1292.4,94.624,7
4686,1289.5,94.449,7
4687,1288.9,94.449,7
4688,1288.4,94.449,7
4689,1287.8,94.449,7
4690,1287.3,94.449,7
4691,1289.1,94.624,7
4692,1288.6,94.624,7
4693,1288,94.624,7
4694,1287.5,94.624,7
4695,1284.5,94.449,7
4696,1286.4,94.624,7
4697,1285.8,94.624,7
4698,1287.6,94.798,7
4699,1287.1,94.798,7
4700,1286.5,94.798,7
4702,1263.2,93.154,13
4704,1262.1,93.154,13
4706,1261,93.154,13
4708,1259.9,93.154,13
4710,1258.9,93.154,13
4712,1257.8,93.154,13
4714,1254.4,92.982,13
4716,1253.3,92.982,13
4718,1252.3,92.982,13
4720,1248.9,92.811,13
4722,1247.9,92.811,13
4724,1243.4,92.555,13
4726,1242.3,92.555,13
4728,1239,92.385,13
4730,1237.9,92.385,13
4732,1234.6,92.215,13
4734,1233.6,92.215,13
4736,1232.5,92.215,13
4738,1231.5,92.215,13
4740,1228.2,92.045,13
4742,1227.1,92.045,13
4744,1225,91.96,13
4746,1224,91.96,13
4748,1220.7,91.791,13
4750,1219.6,91.791,13
4752,1218.6,91.791,13
4754,1215.4,91.622,13
4756,1212.1,91.453,13
4758,1210,91.369,13
4760,1208.9,91.369,13
4762,1205.7,91.201,13
4764,1204.7,91.201,13
4766,1203.7,91.201,13
4768,1202.7,91.201,13
4770,1201.7,91.201,13
4772,1200.7,91.201,13
4774,1199.7,91.201,13
4776,1198.7,91.201,13
4778,1195.4,91.033,13
4780,1194.4,91.033,13
4782,1193.4,91.033,13
4784,1192.4,91.033,13
4786,1188.2,90.782,13
4788,1187.2,90.782,13
4790,1184,90.615,13
4792,1180.8,90.448,13
4794,1178.8,90.365,13
4796,1175.6,90.199,13
4798,1172.5,90.033,13
4800,1168.3,89.784,13
4802,1165.1,89.619,13
4804,1162,89.454,13
4806,1158.9,89.289,13
4808,1154.8,89.043,13
4810,1151.7,88.879,13
4812,1147.5,88.634,13
4814,1142.4,88.308,13
4816,1138.3,88.064,13
4818,1135.2,87.902,13
4820,1132.2,87.741,13
4822,1128.1,87.498,13
4824,1125.1,87.337,13
4826,1121.1,87.096,13
4828,1118.1,86.936,13
4830,1113.1,86.617,13
4832,1109.1,86.377,13
4834,1103.1,85.98,13
4836,1095.1,85.428,13
4838,1090.2,85.114,13
4840,1081.3,84.489,13
4842,1073.4,83.946,13
4844,1065.6,83.406,13
4846,1056,82.718,13
4848,1048.3,82.186,13
4850,1038.8,81.508,13
4852,1030.3,80.909,13
4854,1021,80.242,13
4856,1013.6,79.726,13
4858,1008.1,79.36,13
4860,1000.8,78.85,13
4862,997.22,78.632,13
4864,997.31,78.704,13
4866,996.49,78.704,13
4868,997.51,78.85,13
4870,1003.1,79.36,13
4872,1006.9,79.726,13
4874,1012.6,80.242,13
4876,1020.2,80.909,13
4878,1026,81.433,13
4880,1034.6,82.186,13
4882,1038.5,82.566,13
4884,1043.4,83.023,13
4886,1047.4,83.406,13
4888,1051.4,83.791,13
4890,1052.4,83.946,13
4892,1054.5,84.178,13
4894,1055.6,84.333,13
4896,1056.7,84.489,13
4898,1058.7,84.723,13
4900,1057.9,84.723,13
4902,1058.9,84.879,13
4904,1060,85.035,13
4906,1060.1,85.114,13
4908,1061.2,85.271,13
4910,1060.4,85.271,13
4912,1061.5,85.428,13
4914,1060.6,85.428,13
4916,1061.7,85.585,13
4918,1061.8,85.664,13
4920,1060.9,85.664,13
4922,1060.1,85.664,13
4924,1059.2,85.664,13
4926,1058.4,85.664,13
4928,1057.5,85.664,13
4930,1056.6,85.664,13
4932,1055.8,85.664,13
4934,1054.9,85.664,13
4936,1054.1,85.664,13
4938,1053.2,85.664,13
4940,1052.4,85.664,13
4942,1051.5,85.664,13
4944,1050.7,85.664,13
4946,1049.8,85.664,13
4948,1049,85.664,13
4950,1048.1,85.664,13
4952,1047.3,85.664,13
4954,1046.4,85.664,13
4956,1045.6,85.664,13
4958,1044.7,85.664,13
4960,1043.9,85.664,13
4962,1043.1,85.664,13
4964,1041.3,85.585,13
4966,1038.5,85.428,13
4968,1037.7,85.428,13
4970,1036.8,85.428,13
4972,1034.1,85.271,13
4974,1033.3,85.271,13
4976,1030.5,85.114,13
4978,1029.7,85.114,13
4980,1027.9,85.035,13
4982,1025.2,84.879,13
4984,1024.4,84.879,13
4986,1023.6,84.879,13
4988,1022.7,84.879,13
4990,1020,84.723,13
4992,1019.2,84.723,13
4994,1018.4,84.723,13
4996,1015.7,84.567,13
4998,1014,84.489,13
5000,1013.2,84.489,13
5002,1017,84.879,13
5004,1016.2,84.879,13
5006,1015.4,84.879,13
5008,1014.6,84.879,13
5010,1013.8,84.879,13
5012,1011.1,84.723,13
5014,1010.3,84.723,13
5016,1009.5,84.723,13
5018,1008.7,84.723,13
5020,1005.1,84.489,13
5022,1004.3,84.489,13
5024,1001.7,84.333,13
5026,999.02,84.178,13
5028,998.23,84.178,13
5030,995.6,84.023,13
5032,993.89,83.946,13
5034,993.1,83.946,13
5036,992.31,83.946,13
5038,989.7,83.791,13
5040,987.1,83.637,13
5042,986.31,83.637,13
5044,984.62,83.56,13
5046,982.03,83.406,13
5048,979.45,83.253,13
5050,978.67,83.253,13
5052,976.1,83.1,13
5054,974.43,83.023,13
5056,973.66,83.023,13
5058,971.09,82.87,13
5060,970.33,82.87,13
5062,967.78,82.718,13
5064,967.01,82.718,13
5066,966.25,82.718,13
5068,963.71,82.566,13
5070,962.06,82.49,13
5072,961.31,82.49,13
5074,960.55,82.49,13
5076,959.79,82.49,13
5078,959.03,82.49,13
5080,956.52,82.338,13
5082,955.77,82.338,13
5084,955.01,82.338,13
5086,952.5,82.186,13
5088,951.76,82.186,13
5090,948.38,81.959,13
5092,947.64,81.959,13
5094,946.9,81.959,13
5096,944.41,81.808,13
5098,943.67,81.808,13
5100,941.19,81.658,13
5102,940.46,81.658,13
5104,939.72,81.658,13
5106,938.98,81.658,13
5108,938.25,81.658,13
5110,935.79,81.508,13
5112,935.06,81.508,13
5114,933.47,81.433,13
5116,932.74,81.433,13
5118,932.01,81.433,13
5120,929.57,81.283,13
5122,928.84,81.283,13
5124,928.12,81.283,13
5126,925.68,81.133,13
5128,924.96,81.133,13
5130,924.24,81.133,13
5132,923.52,81.133,13
5134,922.8,81.133,13
5136,922.08,81.133,13
5138,921.36,81.133,13
5140,919.8,81.059,13
5142,919.09,81.059,13
5144,916.68,80.909,13
5146,915.97,80.909,13
5148,915.26,80.909,13
5150,914.55,80.909,13
5152,913,80.835,13
5154,912.29,80.835,13
5156,911.58,80.835,13
5158,910.03,80.76,13
5160,909.33,80.76,13
5162,907.79,80.686,13
5164,907.09,80.686,13
5166,905.55,80.612,13
5168,904.85,80.612,13
5170,903.32,80.538,13
5172,902.62,80.538,13
5174,901.09,80.464,13
5176,899.56,80.389,13
5178,898.87,80.389,13
5180,897.35,80.316,13
5182,896.66,80.316,13
5184,895.14,80.242,13
5186,893.63,80.168,13
5188,892.94,80.168,13
5190,891.42,80.094,13
5192,889.92,80.02,13
5194,888.42,79.947,13
5196,887.73,79.947,13
5198,886.23,79.873,13
5200,884.74,79.8,13
5202,883.24,79.726,13
5204,882.56,79.726,13
5206,881.07,79.652,13
5208,879.58,79.579,13
5210,878.1,79.506,13
5212,877.43,79.506,13
5214,875.14,79.36,13
5216,874.47,79.36,13
5218,872.19,79.214,13
5220,871.53,79.214,13
5222,869.25,79.068,13
5224,867.79,78.995,13
5226,867.13,78.995,13
5228,866.46,78.995,13
5230,864.2,78.85,13
5232,861.95,78.704,13
5234,861.29,78.704,13
5236,859.85,78.632,13
5238,857.61,78.487,13
5240,855.38,78.343,13
5242,854.72,78.343,13
5244,852.5,78.199,13
5246,851.85,78.199,13
5248,850.42,78.127,13
5250,848.21,77.983,13
5252,847.56,77.983,13
5254,846.92,77.983,13
5256,846.27,77.983,13
5258,844.07,77.839,13
5260,843.43,77.839,13
5262,842.79,77.839,13
5264,842.15,77.839,13
5266,841.51,77.839,13
5268,840.87,77.839,13
5270,840.23,77.839,13
5272,839.59,77.839,13
5274,837.41,77.696,13
5276,836.01,77.625,13
5278,833.84,77.482,13
5280,833.21,77.482,13
5282,831.04,77.339,13
5284,828.89,77.197,13
5286,827.5,77.126,13
5288,825.35,76.984,13
5290,823.21,76.842,13
5292,822.58,76.842,13
5294,821.21,76.772,13
5296,819.08,76.63,13
5298,818.46,76.63,13
5300,816.34,76.489,13
5302,815.72,76.489,13
5304,813.6,76.348,13
5306,812.99,76.348,13
5308,811.63,76.278,13
5310,811.02,76.278,13
5312,808.92,76.138,13
5314,808.31,76.138,13
5316,807.7,76.138,13
5318,807.09,76.138,13
5320,806.49,76.138,13
5322,805.88,76.138,13
5324,805.27,76.138,13
5326,803.19,75.998,13
5328,802.59,75.998,13
5330,801.98,75.998,13
5332,799.91,75.858,13
5334,799.31,75.858,13
5336,797.97,75.788,13
5338,795.91,75.648,13
5340,795.31,75.648,13
5342,793.26,75.509,13
5344,792.66,75.509,13
5346,790.61,75.37,13
5348,789.29,75.301,13
5350,788.7,75.301,13
5352,786.66,75.162,13
5354,786.07,75.162,13
5356,784.04,75.024,13
5358,783.46,75.024,13
5360,781.43,74.886,13
5362,780.85,74.886,13
5364,779.55,74.817,13
5366,778.97,74.817,13
5368,778.38,74.817,13
5370,777.81,74.817,13
5372,775.8,74.679,13
5374,775.22,74.679,13
5376,774.64,74.679,13
5378,772.64,74.542,13
5380,772.07,74.542,13
5382,771.5,74.542,13
5384,770.21,74.473,13
5386,769.64,74.473,13
5388,767.66,74.336,13
5390,767.09,74.336,13
5392,766.52,74.336,13
5394,765.95,74.336,13
5396,763.97,74.199,13
5398,763.4,74.199,13
5400,762.84,74.199,13
5402,760.87,74.063,13
5404,760.31,74.063,13
5406,759.75,74.063,13
5408,758.48,73.995,13
5410,757.93,73.995,13
5412,755.97,73.858,13
5414,755.41,73.858,13
5416,754.85,73.858,13
5418,752.91,73.722,13
5420,752.35,73.722,13
5422,751.8,73.722,13
5424,749.86,73.587,13
5426,749.31,73.587,13
5428,748.07,73.519,13
5430,747.52,73.519,13
5432,746.97,73.519,13
5434,746.42,73.519,13
5436,744.5,73.384,13
5438,743.95,73.384,13
5440,743.4,73.384,13
5442,741.49,73.249,13
5444,740.94,73.249,13
5446,739.04,73.114,13
5448,737.81,73.047,13
5450,737.27,73.047,13
5452,735.37,72.912,13
5454,734.83,72.912,13
5456,732.94,72.778,13
5458,732.41,72.778,13
5460,730.53,72.644,13
5462,729.32,72.577,13
5464,727.45,72.444,13
5466,726.91,72.444,13
5468,725.04,72.31,13
5470,724.51,72.31,13
5472,723.31,72.244,13
5474,721.46,72.111,13
5476,720.93,72.111,13
5478,719.08,71.978,13
5480,718.55,71.978,13
5482,718.03,71.978,13
5484,716.19,71.845,13
5486,715.66,71.845,13
5488,715.14,71.845,13
5490,713.96,71.779,13
5492,712.13,71.647,13
5494,711.61,71.647,13
5496,711.1,71.647,13
5498,709.27,71.516,13
5500,708.76,71.516,13
5502,706.94,71.384,13
5504,705.77,71.318,13
5506,705.26,71.318,13
5508,704.74,71.318,13
5510,702.94,71.187,13
5512,702.43,71.187,13
5514,701.92,71.187,13
5516,700.12,71.056,13
5518,699.61,71.056,13
5520,699.1,71.056,13
5522,698.6,71.056,13
5524,696.81,70.925,13
5526,696.3,70.925,13
5528,695.16,70.86,13
5530,694.66,70.86,13
5532,694.15,70.86,13
5534,692.38,70.729,13
5536,691.88,70.729,13
5538,690.11,70.599,13
5540,689.61,70.599,13
5542,689.11,70.599,13
5544,687.34,70.469,13
5546,686.21,70.404,13
5548,684.46,70.275,13
5550,683.97,70.275,13
5552,682.21,70.145,13
5554,681.72,70.145,13
5556,680.6,70.081,13
5558,678.86,69.952,13
5560,678.38,69.952,13
5562,677.89,69.952,13
5564,677.4,69.952,13
5566,676.91,69.952,13
5568,676.43,69.952,13
5570,675.94,69.952,13
5572,675.46,69.952,13
5574,673.73,69.823,13
5576,673.25,69.823,13
5578,672.77,69.823,13
5580,671.05,69.695,13
5582,670.57,69.695,13
5584,670.09,69.695,13
5586,669.61,69.695,13
5588,669.13,69.695,13
5590,668.03,69.63,13
5592,666.32,69.502,13
5594,665.85,69.502,13
5596,665.37,69.502,13
5598,663.67,69.375,13
5600,663.2,69.375,13
5602,661.51,69.247,13
5604,660.42,69.183,13
5606,659.95,69.183,13
5608,659.48,69.183,13
5610,657.8,69.056,13
5612,657.33,69.056,13
5614,655.66,68.929,13
5616,655.19,68.929,13
5618,652.91,68.738,13
5620,652.45,68.738,13
5622,650.79,68.612,13
5624,650.32,68.612,13
5626,648.67,68.486,13
5628,647.61,68.423,13
5630,645.96,68.296,13
5632,645.5,68.296,13
5634,643.85,68.171,13
5636,643.4,68.171,13
5638,642.94,68.171,13
5640,641.3,68.046,13
5642,640.85,68.046,13
5644,640.39,68.046,13
5646,639.94,68.046,13
5648,638.9,67.983,13
5650,638.44,67.983,13
5652,636.82,67.858,13
5654,636.37,67.858,13
5656,635.92,67.858,13
5658,635.47,67.858,13
5660,633.85,67.733,13
5662,633.4,67.733,13
5664,632.96,67.733,13
5666,631.35,67.608,13
5668,630.9,67.608,13
5670,630.46,67.608,13
5672,629.43,67.546,13
5674,627.83,67.421,13
5676,627.38,67.421,13
5678,626.94,67.421,13
5680,625.35,67.298,13
5682,624.91,67.298,13
5684,624.47,67.298,13
5686,622.88,67.174,13
5688,621.87,67.112,13
5690,621.44,67.112,13
5692,619.85,66.988,13
5694,619.42,66.988,13
5696,617.85,66.865,13
5698,617.41,66.865,13
5700,616.98,66.865,13
5702,615.41,66.742,13
5704,614.98,66.742,13
5706,613.98,66.681,13
5708,613.55,66.681,13
5710,613.12,66.681,13
5712,611.57,66.558,13
5714,611.14,66.558,13
5716,610.71,66.558,13
5718,609.16,66.435,13
5720,608.73,66.435,13
5722,608.31,66.435,13
5724,607.33,66.374,13
5726,605.78,66.252,13
5728,605.36,66.252,13
5730,603.82,66.13,13
5732,603.4,66.13,13
5734,602.98,66.13,13
5736,602.56,66.13,13
5738,601.03,66.008,13
5740,600.61,66.008,13
5742,600.2,66.008,13
5744,599.78,66.008,13
5746,598.81,65.948,13
5748,597.29,65.826,13
5750,596.88,65.826,13
5752,596.46,65.826,13
5754,594.95,65.705,13
5756,594.54,65.705,13
5758,594.12,65.705,13
5760,592.62,65.584,13
5762,592.21,65.584,13
5764,591.25,65.524,13
5766,590.84,65.524,13
5768,589.34,65.403,13
5770,588.94,65.403,13
5772,588.53,65.403,13
5774,587.04,65.283,13
5776,586.63,65.283,13
5778,585.15,65.163,13
5780,584.74,65.163,13
5782,583.8,65.103,13
5784,583.4,65.103,13
5786,582.99,65.103,13
5788,581.52,64.983,13
5790,581.12,64.983,13
5792,580.71,64.983,13
5794,579.24,64.863,13
5796,578.85,64.863,13
5798,578.45,64.863,13
5800,578.05,64.863,13
