wave,flux,error,f
5756,1030.3,113.87,13
5758,1028.7,113.76,13
5760,1026.1,113.55,13
5762,1025.4,113.55,13
5764,1024.6,113.55,13
5766,1023.9,113.55,13
5768,1021.3,113.34,13
5770,1020.6,113.34,13
5772,1019.9,113.34,13
5774,1017.3,113.14,13
5776,1015.7,113.03,13
5778,1015,113.03,13
5780,1014.3,113.03,13
5782,1011.7,112.82,13
5784,1011,112.82,13
5786,1010.3,112.82,13
5788,1009.6,112.82,13
5790,1007.1,112.62,13
5792,1006.4,112.62,13
5794,1005.7,112.62,13
5796,1003.1,112.41,13
5798,1001.5,112.31,13
5800,1000.8,112.31,13
5802,1000.1,112.31,13
5804,997.62,112.1,13
5806,996.94,112.1,13
5808,996.25,112.1,13
5810,995.56,112.1,13
5812,994.88,112.1,13
5814,992.36,111.89,13
5816,991.68,111.89,13
5818,991,111.89,13
5820,988.49,111.69,13
5822,986.91,111.58,13
5824,986.23,111.58,13
5826,985.55,111.58,13
5828,983.07,111.38,13
5830,982.39,111.38,13
5832,979.91,111.17,13
5834,979.24,111.17,13
5836,977.66,111.07,13
5838,975.2,110.87,13
5840,974.53,110.87,13
5842,972.07,110.66,13
5844,971.41,110.66,13
5846,970.74,110.66,13
5848,968.29,110.46,13
5850,967.63,110.46,13
5852,966.97,110.46,13
5854,965.42,110.36,13
5856,962.98,110.15,13
5858,962.33,110.15,13
5860,961.67,110.15,13
5862,961.01,110.15,13
5864,960.36,110.15,13
5866,957.94,109.95,13
5868,957.28,109.95,13
5870,956.63,109.95,13
5872,954.22,109.75,13
5874,952.69,109.65,13
5876,952.04,109.65,13
5878,949.64,109.45,13
5880,949,109.45,13
5882,948.35,109.45,13
5884,947.71,109.45,13
5886,945.33,109.24,13
5888,944.68,109.24,13
5890,944.04,109.24,13
5892,943.4,109.24,13
5894,941.02,109.04,13
5896,939.52,108.94,13
5898,938.88,108.94,13
5900,938.24,108.94,13
5902,935.89,108.74,13
5904,935.25,108.74,13
5906,934.62,108.74,13
5908,933.98,108.74,13
5910,931.64,108.54,13
5912,931.01,108.54,13
5914,929.52,108.44,13
5916,927.18,108.24,13
5918,926.55,108.24,13
5920,925.93,108.24,13
5922,923.6,108.04,13
5924,922.98,108.04,13
5926,922.35,108.04,13
5928,921.73,108.04,13
5930,921.11,108.04,13
5932,920.49,108.04,13
5934,918.18,107.85,13
5936,917.56,107.85,13
5938,916.94,107.85,13
5940,915.48,107.75,13
5942,913.18,107.55,13
5944,912.56,107.55,13
5946,911.95,107.55,13
5948,909.66,107.35,13
5950,909.05,107.35,13
5952,908.44,107.35,13
5954,907.83,107.35,13
5956,905.55,107.15,13
5958,904.94,107.15,13
5960,904.34,107.15,13
5962,903.73,107.15,13
5964,902.29,107.05,13
5966,900.02,106.86,13
5968,899.42,106.86,13
5970,898.82,106.86,13
5972,898.22,106.86,13
5974,895.96,106.66,13
5976,895.36,106.66,13
5978,894.76,106.66,13
5980,894.17,106.66,13
5982,891.93,106.46,13
5984,891.33,106.46,13
5986,889.91,106.37,13
5988,889.32,106.37,13
5990,888.73,106.37,13
5992,888.13,106.37,13
5994,885.9,106.17,13
5996,885.31,106.17,13
5998,884.72,106.17,13
6000,884.13,106.17,13
6002,881.92,105.97,13
6004,881.33,105.97,13
6006,880.74,105.97,13
6008,878.54,105.78,13
6010,877.14,105.68,13
6012,876.56,105.68,13
6014,875.98,105.68,13
6016,875.39,105.68,13
6018,873.2,105.49,13
6020,872.62,105.49,13
6022,872.04,105.49,13
6024,869.86,105.29,13
6026,869.29,105.29,13
6028,868.71,105.29,13
6030,867.33,105.2,13
6032,866.76,105.2,13
6034,864.59,105,13
6036,864.02,105,13
6038,863.44,105,13
6040,861.28,104.81,13
6042,860.71,104.81,13
6044,860.14,104.81,13
6046,859.57,104.81,13
6048,857.43,104.62,13
6050,856.86,104.62,13
6052,856.29,104.62,13
6054,855.73,104.62,13
6056,854.37,104.52,13
6058,852.24,104.33,13
6060,851.68,104.33,13
6062,851.11,104.33,13
6064,848.99,104.14,13
6066,848.43,104.14,13
6068,847.87,104.14,13
6070,847.31,104.14,13
6072,845.2,103.94,13
6074,843.86,103.85,13
6076,843.3,103.85,13
6078,842.75,103.85,13
6080,842.2,103.85,13
6082,840.1,103.66,13
6084,839.54,103.66,13
6086,838.99,103.66,13
6088,836.89,103.47,13
6090,836.34,103.47,13
6092,835.8,103.47,13
6094,833.71,103.28,13
6096,833.16,103.28,13
6098,831.85,103.18,13
6100,831.31,103.18,13
6102,830.76,103.18,13
6104,830.22,103.18,13
6106,828.14,102.99,13
6108,827.6,102.99,13
6110,827.06,102.99,13
6112,825,102.8,13
6114,824.46,102.8,13
6116,823.92,102.8,13
6118,821.87,102.61,13
6120,821.33,102.61,13
6122,820.04,102.52,13
6124,819.5,102.52,13
6126,818.97,102.52,13
6128,818.43,102.52,13
6130,817.9,102.52,13
6132,815.86,102.33,13
6134,815.33,102.33,13
6136,814.8,102.33,13
6138,812.77,102.14,13
6140,812.24,102.14,13
6142,811.71,102.14,13
6144,810.43,102.05,13
6146,808.42,101.86,13
6148,807.89,101.86,13
6150,805.88,101.67,13
6152,805.35,101.67,13
6154,804.83,101.67,13
6156,802.83,101.48,13
6158,802.31,101.48,13
6160,801.05,101.39,13
6162,799.06,101.2,13
6164,797.07,101.02,13
6166,796.55,101.02,13
6168,794.57,100.83,13
6170,794.05,100.83,13
6172,792.81,100.74,13
6174,792.29,100.74,13
6176,791.78,100.74,13
6178,789.81,100.55,13
6180,789.3,100.55,13
6182,787.34,100.37,13
6184,786.83,100.37,13
6186,784.87,100.18,13
6188,783.64,100.09,13
6190,783.14,100.09,13
6192,781.19,99.908,13
6194,780.69,99.908,13
6196,780.18,99.908,13
6198,778.25,99.724,13
6200,777.75,99.724,13
6202,777.24,99.724,13
6204,776.74,99.724,13
6206,774.81,99.54,13
6208,773.6,99.449,13
6210,773.1,99.449,13
6212,772.6,99.449,13
6214,770.69,99.266,13
6216,768.77,99.083,13
6218,768.28,99.083,13
6220,767.08,98.992,13
6222,765.17,98.809,13
6224,764.68,98.809,13
6226,762.79,98.628,13
6228,762.29,98.628,13
6230,761.81,98.628,13
6232,759.92,98.447,13
6234,759.43,98.447,13
6236,758.94,98.447,13
6238,758.46,98.447,13
6240,757.97,98.447,13
6242,757.48,98.447,13
6244,757,98.447,13
6246,755.82,98.356,13
6248,755.33,98.356,13
6250,753.46,98.174,13
6252,752.98,98.174,13
6254,752.5,98.174,13
6256,750.63,97.994,13
6258,750.15,97.994,13
6260,749.67,97.994,13
6262,749.19,97.994,13
6264,748.72,97.994,13
6266,746.86,97.813,13
6268,745.7,97.724,13
6270,745.22,97.724,13
6272,743.37,97.544,13
6274,742.9,97.544,13
6276,741.06,97.364,13
6278,739.23,97.185,13
6280,738.08,97.096,13
6282,737.61,97.096,13
6284,737.14,97.096,13
6286,736.67,97.096,13
6288,736.2,97.096,13
6290,735.73,97.096,13
6292,733.91,96.917,13
6294,733.44,96.917,13
6296,732.98,96.917,13
6298,732.51,96.917,13
6300,730.7,96.739,13
6302,730.24,96.739,13
6304,729.77,96.739,13
6306,729.31,96.739,13
6308,728.85,96.739,13
6310,728.39,96.739,13
6312,727.92,96.739,13
6314,727.46,96.739,13
6316,726.34,96.65,13
6318,725.88,96.65,13
6320,724.08,96.472,13
6322,723.62,96.472,13
6324,723.16,96.472,13
6326,722.71,96.472,13
6328,722.25,96.472,13
6330,721.79,96.472,13
6332,720.01,96.294,13
6334,719.55,96.294,13
6336,719.1,96.294,13
6338,717.32,96.117,13
6340,716.87,96.117,13
6342,715.76,96.029,13
6344,713.99,95.852,13
6346,713.54,95.852,13
6348,711.78,95.675,13
6350,711.33,95.675,13
6352,709.58,95.499,13
6354,709.13,95.499,13
6356,708.68,95.499,13
6358,707.59,95.411,13
6360,707.14,95.411,13
6362,706.7,95.411,13
6364,704.95,95.236,13
6366,704.51,95.236,13
6368,704.07,95.236,13
6370,702.33,95.06,13
6372,701.89,95.06,13
6374,701.45,95.06,13
6376,699.72,94.885,13
6378,698.64,94.798,13
6380,698.2,94.798,13
6382,696.48,94.624,13
6384,696.04,94.624,13
6386,695.6,94.624,13
6388,693.89,94.449,13
6390,693.45,94.449,13
6392,693.02,94.449,13
6394,691.31,94.276,13
6396,692.15,94.449,13
6398,691.72,94.449,13
6400,691.29,94.449,13
6402,690.86,94.449,13
6404,690.43,94.449,13
6406,689.99,94.449,13
6408,688.3,94.276,13
6410,687.87,94.276,13
6412,687.44,94.276,13
6414,687.01,94.276,13
6416,685.95,94.189,13
6418,685.52,94.189,13
6420,685.09,94.189,13
6422,683.41,94.016,13
6424,682.98,94.016,13
6426,682.56,94.016,13
6428,680.88,93.842,13
6430,680.45,93.842,13
6432,680.03,93.842,13
6434,679.61,93.842,13
6436,679.18,93.842,13
6438,678.14,93.756,13
6440,677.72,93.756,13
6442,677.3,93.756,13
6444,675.63,93.584,13
6446,675.21,93.584,13
6448,674.79,93.584,13
6450,674.38,93.584,13
6452,673.96,93.584,13
6454,673.54,93.584,13
6456,671.88,93.411,13
6458,671.47,93.411,13
6460,671.05,93.411,13
6462,669.4,93.239,13
6464,668.99,93.239,13
6466,668.57,93.239,13
6468,667.55,93.154,13
6470,665.9,92.982,13
6472,665.49,92.982,13
6474,665.08,92.982,13
6476,663.45,92.811,13
6478,663.04,92.811,13
6480,662.63,92.811,13
6482,661,92.64,13
6484,659.99,92.555,13
6486,659.58,92.555,13
6488,657.96,92.385,13
6490,657.56,92.385,13
6492,655.94,92.215,13
6494,654.33,92.045,13
6496,653.33,91.96,13
6498,651.72,91.791,13
6500,651.32,91.791,13
6502,649.72,91.622,13
6504,647.53,91.369,13
6506,645.94,91.201,13
6508,643.76,90.949,13
6510,641,90.615,13
6512,638.84,90.365,13
6514,636.1,90.033,13
6516,633.95,89.784,13
6518,632.4,89.619,13
6520,629.11,89.207,13
6522,627.57,89.043,13
6524,626.03,88.879,13
6526,623.92,88.634,13
6528,622.39,88.471,13
6530,620.86,88.308,13
6532,618.77,88.064,13
6534,617.25,87.902,13
6536,615.17,87.659,13
6538,612.54,87.337,13
6540,610.47,87.096,13
6542,606.18,86.536,13
6544,601.91,85.98,13
6546,597.68,85.428,13
6548,590.75,84.489,13
6550,585.51,83.791,13
6552,578.72,82.87,13
6554,570.96,81.808,13
6556,564.34,80.909,13
6558,557.8,80.02,13
6560,551.84,79.214,13
6562,546.45,78.487,13
6564,542.6,77.983,13
6566,542.27,77.983,13
6568,541.94,77.983,13
6570,543.11,78.199,13
6572,547.3,78.85,13
6574,552.03,79.579,13
6576,557.31,80.389,13
6578,563.16,81.283,13
6580,569.07,82.186,13
6582,575.05,83.1,13
6584,579.48,83.791,13
6586,583.95,84.489,13
6588,587.91,85.114,13
6590,591.36,85.664,13
6592,593.18,85.98,13
6594,595.56,86.377,13
6596,597.94,86.776,13
6598,598.68,86.936,13
6600,599.97,87.176,13
6602,600.72,87.337,13
6604,602.57,87.659,13
6606,602.76,87.741,13
6608,603.5,87.902,13
6610,604.25,88.064,13
6612,605,88.226,13
6614,605.19,88.308,13
6616,604.82,88.308,13
6618,605.57,88.471,13
6620,605.21,88.471,13
6622,604.84,88.471,13
6624,604.48,88.471,13
6626,604.11,88.471,13
6628,603.75,88.471,13
6630,603.38,88.471,13
6632,603.02,88.471,13
6634,602.66,88.471,13
6636,602.29,88.471,13
6638,601.93,88.471,13
6640,601.57,88.471,13
6642,600.1,88.308,13
6644,599.74,88.308,13
6646,599.38,88.308,13
6648,599.02,88.308,13
6650,598.66,88.308,13
6652,597.74,88.226,13
6654,597.38,88.226,13
6656,595.93,88.064,13
6658,595.57,88.064,13
6660,595.21,88.064,13
6662,593.76,87.902,13
6664,593.4,87.902,13
6666,591.96,87.741,13
6668,591.6,87.741,13
6670,591.25,87.741,13
6672,590.35,87.659,13
6674,589.99,87.659,13
6676,588.56,87.498,13
6678,588.2,87.498,13
6680,587.85,87.498,13
6682,587.5,87.498,13
6684,587.15,87.498,13
6686,585.72,87.337,13
6688,585.37,87.337,13
6690,585.02,87.337,13
6692,583.59,87.176,13
6694,582.7,87.096,13
6696,582.36,87.096,13
6698,582.01,87.096,13
6700,580.59,86.936,13
6702,580.25,86.936,13
6704,578.83,86.776,13
6706,578.49,86.776,13
6708,577.08,86.617,13
6710,576.2,86.536,13
6712,575.86,86.536,13
6714,574.46,86.377,13
6716,574.11,86.377,13
6718,572.72,86.218,13
6720,572.38,86.218,13
6722,572.04,86.218,13
6724,571.17,86.139,13
6726,570.83,86.139,13
6728,569.44,85.98,13
6730,569.1,85.98,13
6732,568.76,85.98,13
6734,568.42,85.98,13
6736,568.09,85.98,13
6738,567.75,85.98,13
6740,567.41,85.98,13
6742,566.03,85.822,13
6744,565.7,85.822,13
6746,565.36,85.822,13
6748,565.03,85.822,13
6750,563.66,85.664,13
6752,563.32,85.664,13
6754,562.99,85.664,13
6756,562.14,85.585,13
6758,560.77,85.428,13
6760,560.44,85.428,13
6762,560.1,85.428,13
6764,558.74,85.271,13
6766,558.41,85.271,13
6768,558.08,85.271,13
6770,557.75,85.271,13
6772,557.42,85.271,13
6774,557.1,85.271,13
6776,556.77,85.271,13
6778,556.44,85.271,13
6780,556.11,85.271,13
6782,555.78,85.271,13
6784,554.43,85.114,13
6786,554.11,85.114,13
6788,553.78,85.114,13
6790,552.94,85.035,13
6792,552.62,85.035,13
6794,551.28,84.879,13
6796,550.95,84.879,13
6798,549.61,84.723,13
6800,549.29,84.723,13
6802,548.97,84.723,13
6804,547.64,84.567,13
6806,547.32,84.567,13
6808,546.49,84.489,13
6810,546.17,84.489,13
6812,544.84,84.333,13
6814,544.52,84.333,13
6816,543.2,84.178,13
6818,542.88,84.178,13
6820,542.56,84.178,13
6822,542.25,84.178,13
6824,541.93,84.178,13
6826,541.61,84.178,13
6828,541.29,84.178,13
6830,540.98,84.178,13
6832,540.66,84.178,13
6834,539.35,84.023,13
6836,539.04,84.023,13
6838,538.22,83.946,13
6840,537.91,83.946,13
6842,537.59,83.946,13
6844,537.28,83.946,13
6846,536.47,83.869,13
6848,536.16,83.869,13
6850,535.85,83.869,13
6852,535.04,83.791,13
6854,534.73,83.791,13
6856,534.41,83.791,13
6858,533.61,83.714,13
6860,533.3,83.714,13
6862,532.5,83.637,13
6864,532.19,83.637,13
6866,531.88,83.637,13
6868,531.08,83.56,13
6870,530.77,83.56,13
6872,530.46,83.56,13
6874,529.67,83.483,13
6876,529.36,83.483,13
6878,528.56,83.406,13
6880,528.26,83.406,13
6882,527.95,83.406,13
6884,527.16,83.33,13
6886,526.85,83.33,13
6888,526.06,83.253,13
6890,525.75,83.253,13
6892,525.45,83.253,13
6894,524.66,83.176,13
6896,524.36,83.176,13
6898,523.57,83.1,13
6900,523.27,83.1,13
6902,522.48,83.023,13
6904,522.18,83.023,13
6906,521.88,83.023,13
6908,521.09,82.947,13
6910,520.79,82.947,13
6912,520.01,82.87,13
6914,519.71,82.87,13
6916,518.93,82.794,13
6918,518.63,82.794,13
6920,517.85,82.718,13
6922,517.55,82.718,13
6924,517.26,82.718,13
6926,516.48,82.642,13
6928,516.19,82.642,13
6930,515.41,82.566,13
6932,515.11,82.566,13
6934,514.34,82.49,13
6936,514.05,82.49,13
6938,513.28,82.414,13
6940,512.98,82.414,13
6942,512.21,82.338,13
6944,511.92,82.338,13
6946,511.15,82.262,13
6948,510.86,82.262,13
6950,510.09,82.186,13
6952,509.8,82.186,13
6954,509.51,82.186,13
6956,508.28,82.035,13
6958,507.52,81.959,13
6960,507.23,81.959,13
6962,506.93,81.959,13
6964,505.71,81.808,13
6966,505.42,81.808,13
6968,505.13,81.808,13
6970,504.84,81.808,13
6972,504.55,81.808,13
6974,504.26,81.808,13
6976,503.97,81.808,13
6978,502.76,81.658,13
6980,502.47,81.658,13
6982,502.18,81.658,13
6984,501.89,81.658,13
6986,501.61,81.658,13
6988,501.32,81.658,13
6990,501.03,81.658,13
6992,500.74,81.658,13
6994,500.46,81.658,13
6996,500.17,81.658,13
6998,498.97,81.508,13
7000,498.68,81.508,13
7002,498.4,81.508,13
7004,498.11,81.508,13
7006,497.37,81.433,13
7008,497.09,81.433,13
7010,496.8,81.433,13
7012,496.52,81.433,13
7014,496.24,81.433,13
7016,495.04,81.283,13
7018,494.76,81.283,13
7020,494.48,81.283,13
7022,493.29,81.133,13
7024,493,81.133,13
7026,492.27,81.059,13
7028,491.99,81.059,13
7030,491.71,81.059,13
7032,491.43,81.059,13
7034,491.15,81.059,13
7036,490.87,81.059,13
7038,491.04,81.133,13
7040,490.77,81.133,13
7042,490.49,81.133,13
7044,490.21,81.133,13
7046,489.93,81.133,13
7048,489.2,81.059,13
7050,488.93,81.059,13
7052,487.75,80.909,13
7054,486.57,80.76,13
7056,486.3,80.76,13
7058,485.13,80.612,13
7060,484.85,80.612,13
7062,484.13,80.538,13
7064,482.97,80.389,13
7066,482.7,80.389,13
7068,481.53,80.242,13
7070,481.26,80.242,13
7072,480.1,80.094,13
7074,479.39,80.02,13
7076,479.12,80.02,13
7078,477.97,79.873,13
7080,477.7,79.873,13
7082,476.55,79.726,13
7084,476.28,79.726,13
7086,476.01,79.726,13
7088,475.74,79.726,13
7090,474.6,79.579,13
7092,473.9,79.506,13
7094,473.63,79.506,13
7096,473.36,79.506,13
7098,473.1,79.506,13
7100,471.96,79.36,13
7102,471.69,79.36,13
7104,471.43,79.36,13
7106,471.16,79.36,13
7108,470.9,79.36,13
7110,470.63,79.36,13
7112,470.37,79.36,13
7114,469.24,79.214,13
7116,468.97,79.214,13
7118,468.71,79.214,13
7120,467.16,78.995,13
7122,466.89,78.995,13
7124,465.77,78.85,13
7126,464.65,78.704,13
7128,463.96,78.632,13
7130,462.85,78.487,13
7132,462.59,78.487,13
7134,461.48,78.343,13
7136,460.37,78.199,13
7138,460.12,78.199,13
7140,459.43,78.127,13
7142,458.33,77.983,13
7144,458.08,77.983,13
7146,457.82,77.983,13
7148,457.56,77.983,13
7150,457.31,77.983,13
7152,457.05,77.983,13
7154,457.64,78.127,13
7156,457.38,78.127,13
7158,457.13,78.127,13
7160,456.87,78.127,13
7162,456.62,78.127,13
7164,456.78,78.199,13
7166,456.53,78.199,13
7168,455.85,78.127,13
7170,455.6,78.127,13
7172,455.34,78.127,13
7174,454.25,77.983,13
7176,454,77.983,13
7178,453.75,77.983,13
7180,453.49,77.983,13
7182,452.41,77.839,13
7184,452.16,77.839,13
7186,451.07,77.696,13
7188,450.41,77.625,13
7190,450.16,77.625,13
7192,449.08,77.482,13
7194,448,77.339,13
7196,447.75,77.339,13
7198,447.5,77.339,13
7200,446.43,77.197,13
7202,445.77,77.126,13
7204,445.53,77.126,13
7206,445.28,77.126,13
7208,444.21,76.984,13
7210,444.78,77.126,13
7212,444.95,77.197,13
7214,445.52,77.339,13
7216,445.27,77.339,13
7218,445.85,77.482,13
7220,445.6,77.482,13
7222,445.35,77.482,13
7224,445.11,77.482,13
7226,444.86,77.482,13
7228,443.8,77.339,13
7230,443.55,77.339,13
7232,443.31,77.339,13
7234,443.06,77.339,13
7236,442.82,77.339,13
7238,441.76,77.197,13
7240,441.51,77.197,13
7242,441.27,77.197,13
7244,441.03,77.197,13
7246,440.78,77.197,13
7248,440.54,77.197,13
7250,440.3,77.197,13
7252,439.65,77.126,13
7254,439.41,77.126,13
7256,439.16,77.126,13
7258,438.92,77.126,13
7260,438.68,77.126,13
7262,437.63,76.984,13
7264,437.39,76.984,13
7266,437.15,76.984,13
7268,436.91,76.984,13
7270,435.86,76.842,13
7272,435.62,76.842,13
7274,434.99,76.772,13
7276,434.75,76.772,13
7278,433.71,76.63,13
7280,433.47,76.63,13
7282,433.23,76.63,13
7284,433.79,76.772,13
7286,433.95,76.842,13
7288,433.71,76.842,13
7290,433.48,76.842,13
7292,433.24,76.842,13
7294,433,76.842,13
7296,432.76,76.842,13
7298,432.13,76.772,13
7300,431.1,76.63,13
7302,430.86,76.63,13
7304,430.62,76.63,13
7306,429.6,76.489,13
7308,429.36,76.489,13
7310,429.13,76.489,13
7312,428.89,76.489,13
7314,427.87,76.348,13
7316,427.63,76.348,13
7318,427.4,76.348,13
7320,426.78,76.278,13
7322,425.76,76.138,13
7324,425.52,76.138,13
7326,424.51,75.998,13
7328,424.28,75.998,13
7330,423.27,75.858,13
7332,423.03,75.858,13
7334,422.8,75.858,13
7336,422.57,75.858,13
7338,421.95,75.788,13
7340,421.72,75.788,13
7342,420.72,75.648,13
7344,420.49,75.648,13
7346,420.26,75.648,13
7348,420.03,75.648,13
7350,419.8,75.648,13
7352,419.57,75.648,13
7354,419.35,75.648,13
7356,419.12,75.648,13
7358,418.89,75.648,13
7360,417.89,75.509,13
7362,417.67,75.509,13
7364,417.44,75.509,13
7366,417.21,75.509,13
7368,416.99,75.509,13
7370,415.99,75.37,13
7372,415.77,75.37,13
7374,415.54,75.37,13
7376,415.32,75.37,13
7378,415.09,75.37,13
7380,414.49,75.301,13
7382,414.26,75.301,13
7384,414.04,75.301,13
7386,413.05,75.162,13
7388,412.83,75.162,13
7390,411.84,75.024,13
7392,411.62,75.024,13
7394,411.4,75.024,13
7396,410.42,74.886,13
7398,410.2,74.886,13
7400,409.97,74.886,13
7402,409.38,74.817,13
7404,409.15,74.817,13
7406,408.93,74.817,13
7408,408.71,74.817,13
7410,407.74,74.679,13
7412,407.52,74.679,13
7414,407.3,74.679,13
7416,407.08,74.679,13
7418,406.86,74.679,13
7420,406.64,74.679,13
7422,406.42,74.679,13
7424,406.2,74.679,13
7426,405.99,74.679,13
7428,405.77,74.679,13
7430,404.8,74.542,13
7432,404.59,74.542,13
7434,404.37,74.542,13
7436,404.15,74.542,13
7438,403.56,74.473,13
7440,402.6,74.336,13
7442,401.64,74.199,13
7444,401.43,74.199,13
7446,400.47,74.063,13
7448,400.26,74.063,13
7450,400.05,74.063,13
7452,399.46,73.995,13
7454,399.25,73.995,13
7456,399.03,73.995,13
7458,398.82,73.995,13
7460,398.61,73.995,13
7462,398.39,73.995,13
7464,397.44,73.858,13
7466,397.23,73.858,13
7468,397.02,73.858,13
7470,396.81,73.858,13
7472,396.59,73.858,13
7474,396.38,73.858,13
7476,396.17,73.858,13
7478,395.96,73.858,13
7480,395.02,73.722,13
7482,394.81,73.722,13
7484,394.6,73.722,13
7486,394.39,73.722,13
7488,394.17,73.722,13
7490,393.96,73.722,13
7492,393.03,73.587,13
7494,392.82,73.587,13
7496,392.25,73.519,13
7498,392.04,73.519,13
7500,391.83,73.519,13
7502,391.62,73.519,13
7504,390.69,73.384,13
7506,390.48,73.384,13
7508,390.28,73.384,13
7510,389.35,73.249,13
7512,389.14,73.249,13
7514,388.94,73.249,13
7516,388.01,73.114,13
7518,387.45,73.047,13
7520,387.24,73.047,13
7522,387.04,73.047,13
7524,386.12,72.912,13
7526,385.91,72.912,13
7528,385.71,72.912,13
7530,385.51,72.912,13
7532,385.3,72.912,13
7534,385.1,72.912,13
7536,385.6,73.047,13
7538,385.4,73.047,13
7540,385.19,73.047,13
7542,384.99,73.047,13
7544,384.78,73.047,13
7546,384.58,73.047,13
7548,383.67,72.912,13
7550,383.11,72.845,13
7552,382.56,72.778,13
7554,382.35,72.778,13
7556,382.15,72.778,13
7558,381.6,72.711,13
7560,381.4,72.711,13
7562,380.84,72.644,13
7564,380.64,72.644,13
7566,380.44,72.644,13
7568,379.89,72.577,13
7570,379.69,72.577,13
7572,379.49,72.577,13
7574,378.94,72.51,13
7576,378.74,72.51,13
7578,378.19,72.444,13
7580,377.99,72.444,13
7582,377.79,72.444,13
7584,377.25,72.377,13
7586,377.05,72.377,13
7588,376.5,72.31,13
7590,376.3,72.31,13
7592,375.76,72.244,13
7594,375.56,72.244,13
7596,375.02,72.177,13
7598,374.82,72.177,13
7600,374.62,72.177,13
7602,374.08,72.111,13
7604,373.88,72.111,13
7606,373.34,72.044,13
7608,373.15,72.044,13
7610,372.61,71.978,13
7612,372.41,71.978,13
7614,371.87,71.911,13
7616,371.68,71.911,13
7618,371.14,71.845,13
7620,370.95,71.845,13
7622,370.41,71.779,13
7624,370.21,71.779,13
7626,369.68,71.713,13
7628,369.49,71.713,13
7630,368.95,71.647,13
7632,368.42,71.581,13
7634,368.23,71.581,13
7636,367.7,71.516,13
7638,367.5,71.516,13
7640,366.97,71.45,13
7642,366.78,71.45,13
7644,366.25,71.384,13
7646,365.72,71.318,13
7648,365.53,71.318,13
7650,365,71.253,13
7652,364.81,71.253,13
7654,364.29,71.187,13
7656,363.76,71.121,13
7658,363.57,71.121,13
7660,363.05,71.056,13
7662,362.86,71.056,13
7664,362.33,70.99,13
7666,361.81,70.925,13
7668,361.62,70.925,13
7670,361.1,70.86,13
7672,360.58,70.795,13
7674,360.39,70.795,13
7676,359.87,70.729,13
7678,359.36,70.664,13
7680,359.17,70.664,13
7682,358.65,70.599,13
7684,358.13,70.534,13
7686,357.95,70.534,13
7688,357.43,70.469,13
7690,356.92,70.404,13
7692,356.08,70.275,13
7694,355.89,70.275,13
7696,355.05,70.145,13
7698,354.87,70.145,13
7700,354.68,70.145,13
7702,354.17,70.081,13
7704,353.99,70.081,13
7706,353.15,69.952,13
7708,352.97,69.952,13
7710,353.44,70.081,13
7712,353.25,70.081,13
7714,353.07,70.081,13
7716,352.89,70.081,13
7718,352.06,69.952,13
7720,351.87,69.952,13
7722,351.69,69.952,13
7724,350.86,69.823,13
7726,350.68,69.823,13
7728,349.85,69.695,13
7730,349.35,69.63,13
7732,348.53,69.502,13
7734,348.35,69.502,13
7736,347.53,69.375,13
7738,347.35,69.375,13
7740,347.17,69.375,13
7742,346.99,69.375,13
7744,346.81,69.375,13
7746,346.63,69.375,13
7748,346.45,69.375,13
7750,346.27,69.375,13
7752,346.09,69.375,13
7754,345.91,69.375,13
7756,345.74,69.375,13
7758,345.56,69.375,13
7760,345.38,69.375,13
7762,344.57,69.247,13
7764,344.39,69.247,13
7766,344.21,69.247,13
7768,344.03,69.247,13
7770,343.86,69.247,13
7772,343.36,69.183,13
7774,343.19,69.183,13
7776,343.01,69.183,13
7778,342.83,69.183,13
7780,342.03,69.056,13
7782,341.85,69.056,13
7784,341.68,69.056,13
7786,341.5,69.056,13
7788,340.7,68.929,13
7790,340.52,68.929,13
7792,340.35,68.929,13
7794,339.55,68.802,13
7796,339.06,68.738,13
7798,338.89,68.738,13
7800,338.09,68.612,13
7802,337.92,68.612,13
7804,337.12,68.486,13
7806,336.95,68.486,13
7808,336.78,68.486,13
7810,336.6,68.486,13
7812,336.12,68.423,13
7814,335.95,68.423,13
7816,335.78,68.423,13
7818,335.6,68.423,13
7820,334.82,68.296,13
7822,334.64,68.296,13
7824,334.47,68.296,13
7826,334.3,68.296,13
7828,334.13,68.296,13
7830,333.96,68.296,13
7832,333.18,68.171,13
7834,333.01,68.171,13
7836,332.84,68.171,13
7838,332.06,68.046,13
7840,331.89,68.046,13
7842,331.72,68.046,13
7844,331.55,68.046,13
7846,331.07,67.983,13
7848,330.9,67.983,13
7850,330.74,67.983,13
7852,330.87,68.046,13
7854,330.7,68.046,13
7856,330.54,68.046,13
7858,330.37,68.046,13
7860,330.2,68.046,13
7862,330.03,68.046,13
7864,329.56,67.983,13
7866,329.39,67.983,13
7868,328.62,67.858,13
7870,328.45,67.858,13
7872,328.28,67.858,13
7874,328.12,67.858,13
7876,327.95,67.858,13
7878,327.78,67.858,13
7880,327.62,67.858,13
7882,326.85,67.733,13
7884,326.68,67.733,13
7886,326.52,67.733,13
7888,326.35,67.733,13
7890,326.19,67.733,13
7892,326.02,67.733,13
7894,325.86,67.733,13
7896,325.69,67.733,13
7898,325.53,67.733,13
7900,325.36,67.733,13
7902,325.2,67.733,13
7904,324.43,67.608,13
7906,324.27,67.608,13
