wave,flux,error,f
4215,3445.3,204.17,7
4216,3443.6,204.17,7
4217,3442,204.17,7
4218,3446.7,204.55,7
4219,3445.1,204.55,7
4220,3443.5,204.55,7
4221,3445,204.74,7
4222,3443.4,204.74,7
4223,3448.1,205.12,7
4224,3446.4,205.12,7
4225,3444.8,205.12,7
4226,3443.2,205.12,7
4227,3441.6,205.12,7
4228,3433.6,204.74,7
4229,3428.8,204.55,7
4230,3427.2,204.55,7
4231,3419.3,204.17,7
4232,3417.7,204.17,7
4233,3409.7,203.8,7
4234,3405,203.61,7
4235,3397.1,203.24,7
4236,3389.3,202.86,7
4237,3387.7,202.86,7
4238,3379.8,202.49,7
4239,3375.2,202.3,7
4240,3373.6,202.3,7
4241,3365.8,201.93,7
4242,3364.2,201.93,7
4243,3368.8,202.3,7
4244,3367.2,202.3,7
4245,3365.6,202.3,7
4246,3364,202.3,7
4247,3365.5,202.49,7
4248,3360.9,202.3,7
4249,3359.3,202.3,7
4250,3357.7,202.3,7
4251,3350,201.93,7
4252,3342.2,201.56,7
4253,3340.6,201.56,7
4254,3332.9,201.19,7
4255,3328.3,201,7
4256,3320.6,200.63,7
4257,3319.1,200.63,7
4258,3317.5,200.63,7
4259,3309.8,200.26,7
4260,3308.3,200.26,7
4261,3306.7,200.26,7
4262,3305.2,200.26,7
4263,3297.5,199.89,7
4264,3296,199.89,7
4265,3294.4,199.89,7
4266,3292.9,199.89,7
4267,3291.3,199.89,7
4268,3289.8,199.89,7
4269,3288.3,199.89,7
4270,3286.7,199.89,7
4271,3282.2,199.71,7
4272,3280.6,199.71,7
4273,3279.1,199.71,7
4274,3271.5,199.34,7
4275,3270,199.34,7
4276,3268.5,199.34,7
4277,3267,199.34,7
4278,3265.4,199.34,7
4279,3269.9,199.71,7
4280,3268.4,199.71,7
4281,3266.9,199.71,7
4282,3265.3,199.71,7
4283,3263.8,199.71,7
4284,3262.3,199.71,7
4285,3260.8,199.71,7
4286,3253.2,199.34,7
4287,3251.7,199.34,7
4288,3250.2,199.34,7
4289,3242.7,198.98,7
4290,3241.2,198.98,7
4291,3239.7,198.98,7
4292,3232.2,198.61,7
4293,3227.7,198.43,7
4294,3220.3,198.06,7
4295,3212.9,197.7,7
4296,3211.4,197.7,7
4297,3206.9,197.51,7
4298,3199.5,197.15,7
4299,3198.1,197.15,7
4300,3190.7,196.79,7
4301,3189.2,196.79,7
4302,3181.9,196.43,7
4303,3180.4,196.43,7
4304,3178.9,196.43,7
4305,3177.4,196.43,7
4306,3173,196.25,7
4307,3171.5,196.25,7
4308,3170.1,196.25,7
4309,3168.6,196.25,7
4310,3167.1,196.25,7
4311,3165.7,196.25,7
4312,3158.4,195.88,7
4313,3156.9,195.88,7
4314,3155.4,195.88,7
4315,3154,195.88,7
4316,3152.5,195.88,7
4317,3145.3,195.52,7
4318,3138,195.16,7
4319,3133.7,194.98,7
4320,3120.7,194.27,7
4321,3113.5,193.91,7
4322,3103.5,193.37,7
4323,3087.8,192.49,7
4324,3075,191.78,7
4325,3053.9,190.55,7
4326,3038.4,189.67,7
4327,3011.9,188.11,7
4328,2988.5,186.72,7
4329,2962.4,185.18,7
4330,2928.5,183.15,7
4331,2895,181.13,7
4332,2856.6,178.81,7
4333,2813.5,176.2,7
4334,2773.6,173.78,7
4335,2741.8,171.87,7
4336,2705.5,169.67,7
4337,2677,167.96,7
4338,2651.2,166.42,7
4339,2640.2,165.81,7
4340,2631.7,165.35,7
4341,2635.4,165.65,7
4342,2646.3,166.42,7
4343,2662.2,167.49,7
4344,2690.5,169.36,7
4345,2719.2,171.24,7
4346,2753.2,173.46,7
4347,2787.7,175.71,7
4348,2817.4,177.66,7
4349,2847.4,179.64,7
4350,2869.7,181.13,7
4351,2895,182.81,7
4352,2917.7,184.33,7
4353,2935.2,185.52,7
4354,2952.9,186.72,7
4355,2970.6,187.93,7
4356,2982.9,188.8,7
4357,2995.3,189.67,7
4358,3005,190.37,7
4359,3011.9,190.9,7
4360,3016.1,191.25,7
4361,3020.3,191.6,7
4362,3021.7,191.78,7
4363,3020.3,191.78,7
4364,3018.9,191.78,7
4365,3023.1,192.13,7
4366,3021.7,192.13,7
4367,3020.3,192.13,7
4368,3018.9,192.13,7
4369,3023.1,192.49,7
4370,3021.7,192.49,7
4371,3020.4,192.49,7
4372,3019,192.49,7
4373,3017.6,192.49,7
4374,3016.2,192.49,7
4375,3014.8,192.49,7
4376,3013.5,192.49,7
4377,3012.1,192.49,7
4378,3010.7,192.49,7
4379,3003.8,192.13,7
4380,3002.4,192.13,7
4381,3001.1,192.13,7
4382,2999.7,192.13,7
4383,2992.8,191.78,7
4384,2991.4,191.78,7
4385,2987.3,191.6,7
4386,2980.5,191.25,7
4387,2979.1,191.25,7
4388,2972.3,190.9,7
4389,2970.9,190.9,7
4390,2964.1,190.55,7
4391,2962.7,190.55,7
4392,2958.7,190.37,7
4393,2951.9,190.02,7
4394,2950.5,190.02,7
4395,2949.2,190.02,7
4396,2942.4,189.67,7
4397,2941.1,189.67,7
4398,2939.7,189.67,7
4399,2938.4,189.67,7
4400,2937.1,189.67,7
4401,2930.3,189.32,7
4402,2929,189.32,7
4403,2925,189.15,7
4404,2923.7,189.15,7
4405,2916.9,188.8,7
4406,2915.6,188.8,7
4407,2908.9,188.45,7
4408,2907.6,188.45,7
4409,2906.3,188.45,7
4410,2899.6,188.11,7
4411,2895.6,187.93,7
4412,2894.3,187.93,7
4413,2893,187.93,7
4414,2886.4,187.59,7
4415,2885.1,187.59,7
4416,2883.8,187.59,7
4417,2877.2,187.24,7
4418,2875.9,187.24,7
4419,2871.9,187.07,7
4420,2865.3,186.72,7
4421,2864,186.72,7
4422,2862.7,186.72,7
4423,2861.5,186.72,7
4424,2854.9,186.38,7
4425,2853.6,186.38,7
4426,2852.3,186.38,7
4427,2851,186.38,7
4428,2849.7,186.38,7
4429,2848.4,186.38,7
4430,2841.9,186.04,7
4431,2840.7,186.04,7
4432,2839.4,186.04,7
4433,2835.5,185.87,7
4434,2829,185.52,7
4435,2827.7,185.52,7
4436,2826.4,185.52,7
4437,2825.1,185.52,7
4438,2823.9,185.52,7
4439,2822.6,185.52,7
4440,2816.1,185.18,7
4441,2814.9,185.18,7
4442,2813.6,185.18,7
4443,2812.3,185.18,7
4444,2811.1,185.18,7
4445,2809.8,185.18,7
4446,2803.4,184.84,7
4447,2802.1,184.84,7
4448,2800.9,184.84,7
4449,2797,184.67,7
4450,2795.8,184.67,7
4451,2794.5,184.67,7
4452,2793.2,184.67,7
4453,2786.9,184.33,7
4454,2785.6,184.33,7
4455,2779.2,183.99,7
4456,2778,183.99,7
4457,2776.7,183.99,7
4458,2770.4,183.65,7
4459,2769.1,183.65,7
4460,2765.4,183.48,7
4461,2764.1,183.48,7
4462,2762.9,183.48,7
4463,2756.5,183.15,7
4464,2755.3,183.15,7
4465,2749,182.81,7
4466,2747.8,182.81,7
4467,2746.6,182.81,7
4468,2740.3,182.47,7
4469,2736.5,182.31,7
4470,2735.3,182.31,7
4471,2729,181.97,7
4472,2727.8,181.97,7
4473,2721.6,181.63,7
4474,2717.9,181.47,7
4475,2711.7,181.13,7
4476,2710.4,181.13,7
4477,2704.2,180.8,7
4478,2703,180.8,7
4479,2701.8,180.8,7
4480,2700.6,180.8,7
4481,2699.4,180.8,7
4482,2693.2,180.47,7
4483,2692,180.47,7
4484,2690.8,180.47,7
4485,2687.2,180.3,7
4486,2681,179.97,7
4487,2679.8,179.97,7
4488,2678.6,179.97,7
4489,2672.5,179.64,7
4490,2671.3,179.64,7
4491,2670.1,179.64,7
4492,2669,179.64,7
4493,2667.8,179.64,7
4494,2666.6,179.64,7
4495,2665.4,179.64,7
4496,2664.2,179.64,7
4497,2658.1,179.31,7
4498,2654.5,179.14,7
4499,2653.3,179.14,7
4500,2652.1,179.14,7
4501,2646.1,178.81,7
4502,2644.9,178.81,7
4503,2643.7,178.81,7
4504,2637.7,178.48,7
4505,2636.5,178.48,7
4506,2635.3,178.48,7
4507,2634.2,178.48,7
4508,2628.2,178.16,7
4509,2624.6,177.99,7
4510,2623.4,177.99,7
4511,2622.2,177.99,7
4512,2621.1,177.99,7
4513,2619.9,177.99,7
4514,2618.8,177.99,7
4515,2617.6,177.99,7
4516,2611.6,177.66,7
4517,2610.5,177.66,7
4518,2614.1,177.99,7
4519,2613,177.99,7
4520,2611.8,177.99,7
4521,2610.7,177.99,7
4522,2609.5,177.99,7
4523,2608.4,177.99,7
4524,2607.2,177.99,7
4525,2606,177.99,7
4526,2604.9,177.99,7
4527,2603.7,177.99,7
4528,2602.6,177.99,7
4529,2601.4,177.99,7
4530,2595.5,177.66,7
4531,2594.4,177.66,7
4532,2593.2,177.66,7
4533,2587.3,177.34,7
4534,2579,176.85,7
4535,2573.2,176.52,7
4536,2567.3,176.2,7
4537,2559.1,175.71,7
4538,2553.2,175.39,7
4539,2547.4,175.07,7
4540,2546.3,175.07,7
4541,2545.2,175.07,7
4542,2544.1,175.07,7
4543,2542.9,175.07,7
4544,2541.8,175.07,7
4545,2545.4,175.39,7
4546,2544.3,175.39,7
4547,2547.8,175.71,7
4548,2546.7,175.71,7
4549,2550.3,176.04,7
4550,2549.2,176.04,7
4551,2550.4,176.2,7
4552,2549.3,176.2,7
4553,2548.1,176.2,7
4554,2547,176.2,7
4555,2545.9,176.2,7
4556,2544.8,176.2,7
4557,2541.3,176.04,7
4558,2540.2,176.04,7
4559,2534.4,175.71,7
4560,2533.3,175.71,7
4561,2527.6,175.39,7
4562,2526.4,175.39,7
4563,2525.3,175.39,7
4564,2519.6,175.07,7
4565,2518.5,175.07,7
4566,2517.4,175.07,7
4567,2516.3,175.07,7
4568,2515.2,175.07,7
4569,2514.1,175.07,7
4570,2513,175.07,7
4571,2509.6,174.9,7
4572,2503.8,174.58,7
4573,2502.8,174.58,7
4574,2501.7,174.58,7
4575,2496,174.26,7
4576,2494.9,174.26,7
4577,2493.8,174.26,7
4578,2492.7,174.26,7
4579,2491.6,174.26,7
4580,2490.5,174.26,7
4581,2489.4,174.26,7
4582,2488.3,174.26,7
4583,2487.3,174.26,7
4584,2481.6,173.94,7
4585,2478.2,173.78,7
4586,2477.2,173.78,7
4587,2476.1,173.78,7
4588,2470.4,173.46,7
4589,2469.4,173.46,7
4590,2468.3,173.46,7
4591,2462.7,173.14,7
4592,2461.6,173.14,7
4593,2456,172.82,7
4594,2452.7,172.66,7
4595,2447.1,172.35,7
4596,2446,172.35,7
4597,2440.5,172.03,7
4598,2439.4,172.03,7
4599,2438.3,172.03,7
4600,2435,171.87,7
4601,2429.5,171.55,7
4602,2428.4,171.55,7
4603,2422.9,171.24,7
4604,2421.9,171.24,7
4605,2416.4,170.92,7
4606,2415.3,170.92,7
4607,2414.3,170.92,7
4608,2413.2,170.92,7
4609,2410,170.77,7
4610,2408.9,170.77,7
4611,2403.4,170.45,7
4612,2402.4,170.45,7
4613,2401.3,170.45,7
4614,2400.3,170.45,7
4615,2399.3,170.45,7
4616,2398.2,170.45,7
4617,2397.2,170.45,7
4618,2396.1,170.45,7
4619,2390.7,170.14,7
4620,2389.7,170.14,7
4621,2388.6,170.14,7
4622,2387.6,170.14,7
4623,2382.2,169.82,7
4624,2381.1,169.82,7
4625,2380.1,169.82,7
4626,2379.1,169.82,7
4627,2378.1,169.82,7
4628,2377,169.82,7
4629,2373.8,169.67,7
4630,2372.8,169.67,7
4631,2371.8,169.67,7
4632,2370.7,169.67,7
4633,2365.4,169.36,7
4634,2364.3,169.36,7
4635,2363.3,169.36,7
4636,2362.3,169.36,7
4637,2356.9,169.04,7
4638,2355.9,169.04,7
4639,2354.9,169.04,7
4640,2353.9,169.04,7
4641,2352.9,169.04,7
4642,2351.8,169.04,7
4643,2350.8,169.04,7
4644,2345.5,168.73,7
4645,2342.3,168.58,7
4646,2341.3,168.58,7
4647,2340.3,168.58,7
4648,2339.3,168.58,7
4649,2334,168.27,7
4650,2333,168.27,7
4651,2332,168.27,7
4652,2326.7,167.96,7
4653,2325.7,167.96,7
4654,2320.4,167.65,7
4655,2317.3,167.49,7
4656,2316.3,167.49,7
4657,2311,167.19,7
4658,2310.1,167.19,7
4659,2304.8,166.88,7
4660,2303.8,166.88,7
4661,2302.8,166.88,7
4662,2299.7,166.72,7
4663,2298.7,166.72,7
4664,2293.5,166.42,7
4665,2292.5,166.42,7
4666,2291.6,166.42,7
4667,2286.4,166.11,7
4668,2285.4,166.11,7
4669,2280.2,165.81,7
4670,2277.1,165.65,7
4671,2272,165.35,7
4672,2262.6,164.74,7
4673,2255.4,164.29,7
4674,2244.1,163.53,7
4675,2234.9,162.93,7
4676,2223.7,162.18,7
4677,2208.4,161.14,7
4678,2193.3,160.1,7
4679,2178.3,159.07,7
4680,2159.4,157.76,7
4681,2142.6,156.6,7
4682,2124,155.31,7
4683,2103.6,153.89,7
4684,2095,153.32,7
4685,2088.3,152.9,7
4686,2091.3,153.18,7
4687,2092.3,153.32,7
4688,2099.2,153.89,7
4689,2111.8,154.88,7
4690,2120.7,155.6,7
4691,2133.5,156.6,7
4692,2146.4,157.62,7
4693,2159.3,158.64,7
4694,2172.4,159.66,7
4695,2181.5,160.4,7
4696,2190.6,161.14,7
4697,2197.8,161.73,7
4698,2202.9,162.18,7
4699,2206,162.48,7
4700,2190.9,161.44,7
4702,2181,160.84,13
4704,2183.2,161.14,13
4706,2189.4,161.73,13
4708,2189.5,161.88,13
4710,2191.7,162.18,13
4712,2189.8,162.18,13
4714,2188,162.18,13
4716,2186.1,162.18,13
4718,2188.3,162.48,13
4720,2186.4,162.48,13
4722,2180.6,162.18,13
4724,2178.7,162.18,13
4726,2176.9,162.18,13
4728,2171,161.88,13
4730,2169.2,161.88,13
4732,2165.4,161.73,13
4734,2163.5,161.73,13
4736,2161.7,161.73,13
4738,2155.9,161.44,13
4740,2154.1,161.44,13
4742,2152.3,161.44,13
4744,2146.5,161.14,13
4746,2144.7,161.14,13
4748,2138.9,160.84,13
4750,2137.1,160.84,13
4752,2133.4,160.69,13
4754,2127.7,160.4,13
4756,2125.9,160.4,13
4758,2124.1,160.4,13
4760,2118.4,160.1,13
4762,2116.6,160.1,13
4764,2110.9,159.81,13
4766,2107.2,159.66,13
4768,2101.6,159.37,13
4770,2096,159.07,13
4772,2090.4,158.78,13
4774,2086.7,158.64,13
4776,2081.1,158.34,13
4778,2075.5,158.05,13
4780,2073.8,158.05,13
4782,2072.1,158.05,13
4784,2070.3,158.05,13
4786,2064.8,157.76,13
4788,2061.2,157.62,13
4790,2059.4,157.62,13
4792,2057.7,157.62,13
4794,2052.2,157.33,13
4796,2050.5,157.33,13
4798,2045,157.04,13
4800,2043.3,157.04,13
4802,2039.7,156.89,13
4804,2034.3,156.6,13
4806,2032.6,156.6,13
4808,2030.9,156.6,13
4810,2025.5,156.31,13
4812,2023.8,156.31,13
4814,2018.4,156.03,13
4816,2016.7,156.03,13
4818,2013.2,155.88,13
4820,2007.8,155.6,13
4822,2006.2,155.6,13
4824,2004.5,155.6,13
4826,2002.8,155.6,13
4828,2001.2,155.6,13
4830,1999.5,155.6,13
4832,1994.2,155.31,13
4834,1988.9,155.02,13
4836,1985.4,154.88,13
4838,1980.1,154.6,13
4840,1969.4,153.89,13
4842,1960.5,153.32,13
4844,1946.3,152.34,13
4846,1930.4,151.22,13
4848,1912.9,149.97,13
4850,1895.6,148.73,13
4852,1869.7,146.82,13
4854,1847.6,145.21,13
4856,1825.8,143.61,13
4858,1804.3,142.04,13
4860,1783,140.48,13
4862,1766.8,139.32,13
4864,1762.1,139.06,13
4866,1755.8,138.68,13
4868,1754.4,138.68,13
4870,1769.1,139.96,13
4872,1782.4,141.12,13
4874,1800.7,142.69,13
4876,1822.6,144.54,13
4878,1844.7,146.42,13
4880,1867.2,148.32,13
4882,1879.4,149.42,13
4884,1897,150.94,13
4886,1907.7,151.91,13
4888,1909.7,152.19,13
4890,1909.9,152.34,13
4892,1911.8,152.62,13
4894,1906.7,152.34,13
4896,1903.4,152.19,13
4898,1898.4,151.91,13
4900,1893.3,151.64,13
4902,1888.3,151.36,13
4904,1886.8,151.36,13
4906,1883.5,151.22,13
4908,1878.5,150.94,13
4910,1873.5,150.66,13
4912,1872,150.66,13
4914,1867,150.38,13
4916,1863.8,150.24,13
4918,1862.3,150.24,13
4920,1860.8,150.24,13
4922,1859.2,150.24,13
4924,1859.5,150.38,13
4926,1857.9,150.38,13
4928,1859.9,150.66,13
4930,1854.9,150.38,13
4932,1853.4,150.38,13
4934,1851.9,150.38,13
4936,1848.7,150.24,13
4938,1843.8,149.97,13
4940,1842.3,149.97,13
4942,1840.8,149.97,13
4944,1836,149.69,13
4946,1834.5,149.69,13
4948,1833,149.69,13
4950,1831.5,149.69,13
4952,1826.7,149.42,13
4954,1823.5,149.28,13
4956,1822,149.28,13
4958,1817.2,149,13
4960,1815.8,149,13
4962,1811,148.73,13
4964,1807.8,148.59,13
4966,1803,148.32,13
4968,1801.6,148.32,13
4970,1796.8,148.05,13
4972,1795.4,148.05,13
4974,1790.6,147.77,13
4976,1789.2,147.77,13
4978,1787.8,147.77,13
4980,1784.7,147.64,13
4982,1780,147.37,13
4984,1778.5,147.37,13
4986,1773.8,147.1,13
4988,1772.4,147.1,13
4990,1771,147.1,13
4992,1766.3,146.82,13
4994,1764.9,146.82,13
4996,1763.5,146.82,13
4998,1762.1,146.82,13
5000,1759.1,146.69,13
5002,1757.6,146.69,13
5004,1753,146.42,13
5006,1751.6,146.42,13
5008,1750.2,146.42,13
5010,1748.8,146.42,13
5012,1744.2,146.15,13
5014,1742.8,146.15,13
5016,1741.4,146.15,13
5018,1740,146.15,13
5020,1735.5,145.88,13
5022,1732.5,145.75,13
5024,1727.9,145.48,13
5026,1726.5,145.48,13
5028,1722,145.21,13
5030,1720.6,145.21,13
5032,1719.2,145.21,13
5034,1714.7,144.94,13
5036,1711.8,144.81,13
5038,1710.4,144.81,13
5040,1705.9,144.54,13
5042,1701.4,144.28,13
5044,1700.1,144.28,13
5046,1697.2,144.15,13
5048,1692.7,143.88,13
5050,1691.4,143.88,13
5052,1686.9,143.61,13
5054,1685.6,143.61,13
5056,1681.1,143.35,13
5058,1679.8,143.35,13
5060,1678.5,143.35,13
5062,1677.2,143.35,13
5064,1674.3,143.22,13
5066,1669.9,142.95,13
5068,1668.6,142.95,13
5070,1667.3,142.95,13
5072,1665.9,142.95,13
5074,1661.6,142.69,13
5076,1657.2,142.43,13
5078,1654.4,142.3,13
5080,1653.1,142.3,13
5082,1648.7,142.04,13
5084,1647.4,142.04,13
5086,1643.1,141.77,13
5088,1641.8,141.77,13
5090,1637.5,141.51,13
5092,1634.7,141.38,13
5094,1633.4,141.38,13
5096,1629.1,141.12,13
5098,1627.9,141.12,13
5100,1623.6,140.86,13
5102,1622.3,140.86,13
5104,1621.1,140.86,13
5106,1616.8,140.6,13
5108,1615.5,140.6,13
5110,1612.8,140.48,13
5112,1611.5,140.48,13
5114,1610.3,140.48,13
5116,1606,140.22,13
5118,1604.8,140.22,13
5120,1600.6,139.96,13
5122,1599.3,139.96,13
5124,1598.1,139.96,13
5126,1595.4,139.83,13
5128,1594.1,139.83,13
5130,1590,139.57,13
5132,1588.7,139.57,13
5134,1587.5,139.57,13
5136,1586.2,139.57,13
5138,1582.1,139.32,13
5140,1580.9,139.32,13
5142,1579.6,139.32,13
5144,1575.5,139.06,13
5146,1574.3,139.06,13
5148,1573.1,139.06,13
5150,1568.9,138.8,13
5152,1567.7,138.8,13
5154,1565.1,138.68,13
5156,1563.9,138.68,13
5158,1561.2,138.55,13
5160,1558.5,138.42,13
5162,1555.9,138.29,13
5164,1554.7,138.29,13
5166,1552.1,138.16,13
5168,1549.4,138.04,13
5170,1548.2,138.04,13
5172,1545.6,137.91,13
5174,1543,137.78,13
5176,1541.8,137.78,13
5178,1539.2,137.66,13
5180,1536.6,137.53,13
5182,1535.4,137.53,13
5184,1532.8,137.4,13
5186,1530.2,137.28,13
5188,1527.6,137.15,13
5190,1526.5,137.15,13
5192,1523.9,137.02,13
5194,1521.3,136.9,13
5196,1520.1,136.9,13
5198,1517.6,136.77,13
5200,1515,136.65,13
5202,1512.4,136.52,13
5204,1511.3,136.52,13
5206,1508.7,136.39,13
5208,1506.2,136.27,13
5210,1503.6,136.14,13
5212,1501.1,136.02,13
5214,1500,136.02,13
5216,1496,135.77,13
5218,1494.9,135.77,13
5220,1493.8,135.77,13
5222,1491.2,135.64,13
5224,1490.1,135.64,13
5226,1486.2,135.39,13
5228,1485.1,135.39,13
5230,1483.9,135.39,13
5232,1480.1,135.15,13
5234,1478.9,135.15,13
5236,1475.1,134.9,13
5238,1472.6,134.77,13
5240,1468.8,134.52,13
5242,1467.7,134.52,13
5244,1463.8,134.28,13
5246,1462.7,134.28,13
5248,1461.6,134.28,13
5250,1457.8,134.03,13
5252,1456.7,134.03,13
5254,1454.3,133.91,13
5256,1453.2,133.91,13
5258,1452,133.91,13
5260,1450.9,133.91,13
5262,1449.8,133.91,13
5264,1448.7,133.91,13
5266,1447.6,133.91,13
5268,1446.5,133.91,13
5270,1445.4,133.91,13
5272,1444.3,133.91,13
5274,1440.6,133.66,13
5276,1439.5,133.66,13
5278,1435.8,133.41,13
5280,1434.7,133.41,13
5282,1430.9,133.17,13
5284,1428.5,133.05,13
5286,1424.8,132.8,13
5288,1421.1,132.56,13
5290,1418.8,132.43,13
5292,1415.1,132.19,13
5294,1411.4,131.95,13
5296,1410.3,131.95,13
5298,1406.7,131.7,13
5300,1405.6,131.7,13
5302,1403.3,131.58,13
5304,1399.6,131.34,13
5306,1398.6,131.34,13
5308,1395,131.1,13
5310,1393.9,131.1,13
5312,1392.9,131.1,13
5314,1391.8,131.1,13
5316,1388.2,130.86,13
5318,1387.2,130.86,13
5320,1386.1,130.86,13
5322,1383.8,130.74,13
5324,1382.8,130.74,13
5326,1381.7,130.74,13
5328,1380.7,130.74,13
5330,1377.1,130.5,13
5332,1376.1,130.5,13
5334,1372.5,130.26,13
5336,1371.5,130.26,13
5338,1367.9,130.02,13
5340,1365.6,129.9,13
5342,1364.6,129.9,13
5344,1361.1,129.66,13
5346,1360.1,129.66,13
5348,1356.6,129.42,13
5350,1355.5,129.42,13
5352,1350.8,129.06,13
5354,1349.8,129.06,13
5356,1348.8,129.06,13
5358,1345.3,128.83,13
5360,1344.3,128.83,13
5362,1343.3,128.83,13
5364,1339.8,128.59,13
5366,1338.8,128.59,13
5368,1337.8,128.59,13
5370,1336.8,128.59,13
5372,1334.6,128.47,13
5374,1333.6,128.47,13
5376,1330.2,128.23,13
5378,1329.2,128.23,13
5380,1328.2,128.23,13
5382,1324.7,128,13
5384,1323.8,128,13
5386,1320.3,127.76,13
5388,1319.4,127.76,13
5390,1317.2,127.64,13
5392,1313.8,127.41,13
5394,1310.4,127.17,13
5396,1307,126.94,13
5398,1304.8,126.82,13
5400,1299.1,126.36,13
5402,1294.5,126.01,13
5404,1288.8,125.55,13
5406,1284.3,125.2,13
5408,1278.6,124.74,13
5410,1276.5,124.62,13
5412,1270.9,124.17,13
5414,1267.6,123.94,13
5416,1266.7,123.94,13
5418,1265.7,123.94,13
5420,1267.1,124.17,13
5422,1268.5,124.39,13
5424,1269.9,124.62,13
5426,1270.2,124.74,13
5428,1271.6,124.97,13
5430,1273,125.2,13
5432,1275.6,125.55,13
5434,1274.6,125.55,13
5436,1273.7,125.55,13
5438,1275.1,125.78,13
5440,1271.8,125.55,13
5442,1270.9,125.55,13
5444,1269.9,125.55,13
5446,1269,125.55,13
5448,1265.7,125.31,13
5450,1263.6,125.2,13
5452,1262.7,125.2,13
5454,1259.5,124.97,13
5456,1258.6,124.97,13
5458,1255.3,124.74,13
5460,1254.4,124.74,13
5462,1252.3,124.62,13
5464,1251.4,124.62,13
5466,1248.2,124.39,13
5468,1247.3,124.39,13
5470,1246.4,124.39,13
5472,1243.2,124.17,13
5474,1242.3,124.17,13
5476,1239.1,123.94,13
5478,1238.2,123.94,13
5480,1236.1,123.82,13
5482,1232.9,123.59,13
5484,1232,123.59,13
5486,1228.9,123.37,13
5488,1228,123.37,13
5490,1224.8,123.14,13
5492,1222.8,123.03,13
5494,1221.9,123.03,13
5496,1221,123.03,13
5498,1217.9,122.8,13
5500,1217,122.8,13
5502,1216.1,122.8,13
5504,1213,122.57,13
5506,1212.1,122.57,13
5508,1211.2,122.57,13
5510,1210.4,122.57,13
5512,1209.5,122.57,13
5514,1206.4,122.35,13
5516,1205.5,122.35,13
5518,1203.5,122.24,13
5520,1202.7,122.24,13
5522,1199.6,122.01,13
5524,1198.7,122.01,13
5526,1197.8,122.01,13
5528,1197,122.01,13
5530,1193.9,121.79,13
5532,1193,121.79,13
5534,1192.2,121.79,13
5536,1191.3,121.79,13
5538,1190.5,121.79,13
5540,1188.5,121.67,13
5542,1185.5,121.45,13
5544,1184.6,121.45,13
5546,1181.6,121.23,13
5548,1180.7,121.23,13
5550,1177.7,121,13
5552,1175.8,120.89,13
5554,1174.9,120.89,13
5556,1171.9,120.67,13
5558,1171.1,120.67,13
5560,1170.2,120.67,13
5562,1167.2,120.45,13
5564,1166.4,120.45,13
5566,1165.6,120.45,13
5568,1164.7,120.45,13
5570,1161.7,120.23,13
5572,1160.9,120.23,13
5574,1160.1,120.23,13
5576,1158.2,120.12,13
5578,1157.3,120.12,13
5580,1156.5,120.12,13
5582,1153.6,119.89,13
5584,1152.7,119.89,13
5586,1151.9,119.89,13
5588,1151.1,119.89,13
5590,1150.3,119.89,13
5592,1147.3,119.67,13
5594,1146.5,119.67,13
5596,1143.6,119.45,13
5598,1141.7,119.34,13
5600,1140.9,119.34,13
5602,1138,119.12,13
5604,1137.2,119.12,13
5606,1136.4,119.12,13
5608,1133.5,118.9,13
5610,1132.6,118.9,13
5612,1131.8,118.9,13
5614,1129,118.69,13
5616,1127.1,118.58,13
5618,1126.3,118.58,13
5620,1123.4,118.36,13
5622,1122.6,118.36,13
5624,1119.8,118.14,13
5626,1119,118.14,13
5628,1117.2,118.03,13
5630,1114.3,117.81,13
5632,1113.5,117.81,13
5634,1112.7,117.81,13
5636,1109.9,117.6,13
5638,1109.1,117.6,13
5640,1106.3,117.38,13
5642,1105.5,117.38,13
5644,1104.7,117.38,13
5646,1103.9,117.38,13
5648,1102.1,117.27,13
5650,1101.3,117.27,13
5652,1098.5,117.06,13
5654,1097.8,117.06,13
5656,1095,116.84,13
5658,1094.2,116.84,13
5660,1093.4,116.84,13
5662,1090.6,116.63,13
5664,1088.9,116.52,13
5666,1088.1,116.52,13
5668,1085.3,116.31,13
5670,1084.6,116.31,13
5672,1083.8,116.31,13
5674,1081,116.09,13
5676,1080.3,116.09,13
5678,1079.5,116.09,13
5680,1078.8,116.09,13
5682,1076,115.88,13
5684,1074.3,115.77,13
5686,1073.5,115.77,13
5688,1070.8,115.56,13
5690,1070,115.56,13
5692,1067.3,115.34,13
5694,1066.6,115.34,13
5696,1065.8,115.34,13
5698,1065.1,115.34,13
5700,1064.3,115.34,13
5702,1061.6,115.13,13
5704,1060.9,115.13,13
5706,1060.1,115.13,13
5708,1058.4,115.03,13
5710,1057.7,115.03,13
5712,1056.9,115.03,13
5714,1056.2,115.03,13
5716,1053.5,114.82,13
5718,1052.8,114.82,13
5720,1052,114.82,13
5722,1049.4,114.6,13
5724,1048.6,114.6,13
5726,1047.9,114.6,13
5728,1046.2,114.5,13
5730,1045.5,114.5,13
5732,1044.7,114.5,13
5734,1044,114.5,13
5736,1041.4,114.29,13
5738,1040.6,114.29,13
5740,1039.9,114.29,13
5742,1039.2,114.29,13
5744,1038.5,114.29,13
5746,1035.8,114.08,13
5748,1035.1,114.08,13
5750,1034.4,114.08,13
5752,1031.8,113.87,13
5754,1031.1,113.87,13
